,name,nauze,complexity
168,168,0.5,12
169,169,0.5,8
170,170,1.0,8
171,171,0.5,12
172,172,0.5,10
173,173,0.5,12
174,174,0.5,10
175,175,0.5,12
176,176,0.5,6
177,177,0.5,8
178,178,1.0,6
179,179,0.5,8
180,180,0.5,8
181,181,0.5,8
182,182,0.5,8
183,183,0.5,8
184,184,0.5,8
185,185,0.5,5
186,186,1.0,8
187,187,1.0,8
188,188,1.0,8
189,189,1.0,6
190,190,1.0,8
191,191,1.0,6
192,192,0.5,12
193,193,0.5,10
194,194,0.5,12
195,195,0.5,10
196,196,0.5,12
197,197,0.5,8
198,198,1.0,8
199,199,0.5,12
200,200,1.0,6
201,201,0.5,10
202,202,0.5,12
203,203,0.5,12
204,204,0.5,10
205,205,0.5,8
206,206,1.0,8
207,207,0.5,10
208,208,0.5,10
209,209,0.5,6
210,210,0.5,12
211,211,0.5,12
212,212,0.5,12
213,213,0.5,8
214,214,1.0,8
215,215,0.5,12
216,216,0.5,12
217,217,0.5,12
218,218,1.0,6
219,219,0.5,10
220,220,0.5,10
221,221,0.5,8
222,222,1.0,8
223,223,0.5,10
224,224,0.5,12
225,225,0.5,12
226,226,0.5,10
227,227,0.5,6
228,228,0.5,12
229,229,0.5,8
230,230,1.0,8
231,231,0.5,12
232,232,0.5,10
233,233,0.5,12
234,234,0.5,10
235,235,0.5,12
236,236,0.5,6
237,237,0.5,8
238,238,1.0,6
239,239,0.5,8
240,240,0.5,8
241,241,0.5,8
242,242,0.5,8
243,243,0.5,8
244,244,0.5,8
245,245,0.5,5
246,246,1.0,8
247,247,1.0,8
248,248,1.0,6
249,249,1.0,8
250,250,1.0,6
251,251,0.5,12
252,252,0.5,10
253,253,0.5,12
254,254,0.5,10
255,255,0.5,12
256,256,0.5,8
257,257,1.0,8
258,258,0.5,12
259,259,1.0,6
260,260,0.5,10
261,261,0.5,12
262,262,0.5,12
263,263,0.5,10
264,264,0.5,8
265,265,1.0,8
266,266,0.5,10
267,267,0.5,10
268,268,0.5,6
269,269,0.5,12
270,270,0.5,12
271,271,0.5,12
272,272,0.5,8
273,273,1.0,8
274,274,0.5,12
275,275,0.5,12
276,276,0.5,12
277,277,1.0,6
278,278,0.5,10
279,279,0.5,10
280,280,0.5,8
281,281,1.0,8
282,282,0.5,10
283,283,0.5,12
284,284,0.5,12
285,285,0.5,10
286,286,0.5,6
287,287,0.5,12
288,288,0.5,8
289,289,1.0,8
290,290,0.5,12
291,291,0.5,10
292,292,0.5,12
293,293,0.5,10
294,294,0.5,12
295,295,0.5,6
296,296,0.5,8
297,297,1.0,6
298,298,0.5,8
299,299,0.5,8
300,300,0.5,8
301,301,0.5,8
302,302,0.5,8
303,303,0.5,8
304,304,0.5,5
305,305,1.0,8
306,306,1.0,6
307,307,1.0,8
308,308,1.0,6
309,309,0.5,12
310,310,0.5,10
311,311,0.5,12
312,312,0.5,10
313,313,0.5,12
314,314,0.5,8
315,315,1.0,8
316,316,0.5,12
317,317,1.0,6
318,318,0.5,10
319,319,0.5,12
320,320,0.5,12
321,321,0.5,10
322,322,0.5,8
323,323,1.0,8
324,324,0.5,10
325,325,0.5,10
326,326,0.5,6
327,327,0.5,12
328,328,0.5,12
329,329,0.5,12
330,330,0.5,8
331,331,1.0,8
332,332,0.5,12
333,333,0.5,12
334,334,0.5,12
335,335,1.0,6
336,336,0.5,10
337,337,0.5,10
338,338,0.5,8
339,339,1.0,8
340,340,0.5,10
341,341,0.5,12
342,342,0.5,12
343,343,0.5,10
344,344,0.5,6
345,345,0.5,12
346,346,0.5,8
347,347,1.0,8
348,348,0.5,12
349,349,0.5,10
350,350,0.5,12
351,351,0.5,10
352,352,0.5,12
353,353,0.5,6
354,354,0.5,8
355,355,1.0,6
356,356,0.5,8
357,357,0.5,8
358,358,0.5,8
359,359,0.5,8
360,360,0.5,8
361,361,0.5,8
362,362,0.5,5
363,363,1.0,6
364,364,1.0,8
365,365,1.0,6
366,366,0.5,12
367,367,0.5,10
368,368,0.5,12
369,369,0.5,10
370,370,0.5,12
371,371,0.5,8
372,372,1.0,8
373,373,0.5,12
374,374,1.0,6
375,375,0.5,10
376,376,0.5,12
377,377,0.5,12
378,378,0.5,10
379,379,0.5,8
380,380,1.0,8
381,381,0.5,10
382,382,0.5,10
383,383,0.5,6
384,384,0.5,12
385,385,0.5,12
386,386,0.5,12
387,387,0.5,8
388,388,1.0,8
389,389,0.5,12
390,390,0.5,12
391,391,0.5,12
392,392,1.0,6
393,393,0.5,10
394,394,0.5,10
395,395,0.5,8
396,396,1.0,8
397,397,0.5,10
398,398,0.5,12
399,399,0.5,12
400,400,0.5,10
401,401,0.5,6
402,402,0.5,12
403,403,0.5,8
404,404,1.0,8
405,405,0.5,12
406,406,0.5,10
407,407,0.5,12
408,408,0.5,10
409,409,0.5,12
410,410,0.5,6
411,411,0.5,8
412,412,1.0,6
413,413,0.5,8
414,414,0.5,8
415,415,0.5,8
416,416,0.5,8
417,417,0.5,8
418,418,0.5,8
419,419,0.5,5
420,420,1.0,6
421,421,1.0,4
422,422,0.5,10
423,423,0.5,8
424,424,0.5,10
425,425,0.5,8
426,426,0.5,10
427,427,0.5,6
428,428,1.0,6
429,429,0.5,10
430,430,1.0,4
431,431,0.5,8
432,432,0.5,10
433,433,0.5,10
434,434,0.5,8
435,435,0.5,6
436,436,1.0,6
437,437,0.5,8
438,438,0.5,8
439,439,0.5,4
440,440,0.5,10
441,441,0.5,10
442,442,0.5,10
443,443,0.5,6
444,444,1.0,6
445,445,0.5,10
446,446,0.5,10
447,447,0.5,10
448,448,1.0,4
449,449,0.5,8
450,450,0.5,8
451,451,0.5,6
452,452,1.0,6
453,453,0.5,8
454,454,0.5,10
455,455,0.5,10
456,456,0.5,8
457,457,0.5,4
458,458,0.5,10
459,459,0.5,6
460,460,1.0,6
461,461,0.5,10
462,462,0.5,8
463,463,0.5,10
464,464,0.5,8
465,465,0.5,10
466,466,0.5,4
467,467,0.5,6
468,468,1.0,4
469,469,0.5,6
470,470,0.5,6
471,471,0.5,6
472,472,0.5,6
473,473,0.5,6
474,474,0.5,6
475,475,0.5,3
476,476,1.0,6
477,477,0.5,12
478,478,0.5,10
479,479,0.5,12
480,480,0.5,10
481,481,0.5,12
482,482,0.5,8
483,483,1.0,8
484,484,0.5,12
485,485,1.0,6
486,486,0.5,10
487,487,0.5,12
488,488,0.5,12
489,489,0.5,10
490,490,0.5,8
491,491,1.0,8
492,492,0.5,10
493,493,0.5,10
494,494,0.5,6
495,495,0.5,12
496,496,0.5,12
497,497,0.5,12
498,498,0.5,8
499,499,1.0,8
500,500,0.5,12
501,501,0.5,12
502,502,0.5,12
503,503,1.0,6
504,504,0.5,10
505,505,0.5,10
506,506,0.5,8
507,507,1.0,8
508,508,0.5,10
509,509,0.5,12
510,510,0.5,12
511,511,0.5,10
512,512,0.5,6
513,513,0.5,12
514,514,0.5,8
515,515,1.0,8
516,516,0.5,12
517,517,0.5,10
518,518,0.5,12
519,519,0.5,10
520,520,0.5,12
521,521,0.5,6
522,522,0.5,8
523,523,1.0,6
524,524,0.5,8
525,525,0.5,8
526,526,0.5,8
527,527,0.5,8
528,528,0.5,8
529,529,0.5,8
530,530,0.5,5
531,531,0.5,10
532,532,0.5,8
533,533,0.5,10
534,534,0.5,8
535,535,0.5,10
536,536,0.5,6
537,537,1.0,6
538,538,0.5,10
539,539,1.0,4
540,540,0.5,8
541,541,0.5,10
542,542,0.5,10
543,543,0.5,8
544,544,0.5,6
545,545,1.0,6
546,546,0.5,8
547,547,0.5,8
548,548,0.5,4
549,549,0.5,10
550,550,0.5,10
551,551,0.5,10
552,552,0.5,6
553,553,1.0,6
554,554,0.5,10
555,555,0.5,10
556,556,0.5,10
557,557,1.0,4
558,558,0.5,8
559,559,0.5,8
560,560,0.5,6
561,561,1.0,6
562,562,0.5,8
563,563,0.5,10
564,564,0.5,10
565,565,0.5,8
566,566,0.5,4
567,567,0.5,10
568,568,0.5,6
569,569,1.0,6
570,570,0.5,10
571,571,0.5,8
572,572,0.5,10
573,573,0.5,8
574,574,0.5,10
575,575,0.5,4
576,576,0.5,6
577,577,1.0,4
578,578,0.5,6
579,579,0.5,6
580,580,0.5,6
581,581,0.5,6
582,582,0.5,6
583,583,0.5,6
584,584,0.5,3
585,585,0.0,14
586,586,0.0,16
587,587,0.0,14
588,588,0.0,16
589,589,0.0,12
590,590,0.5,12
591,591,0.0,16
592,592,0.5,10
593,593,0.0,14
594,594,0.0,16
595,595,0.0,16
596,596,0.0,14
597,597,0.0,12
598,598,0.5,12
599,599,0.0,14
600,600,0.0,14
601,601,0.0,10
602,602,0.0,16
603,603,0.0,16
604,604,0.0,16
605,605,0.0,12
606,606,0.5,12
607,607,0.0,16
608,608,0.0,16
609,609,0.0,16
610,610,0.5,10
611,611,0.0,14
612,612,0.0,14
613,613,0.0,12
614,614,0.5,12
615,615,0.0,14
616,616,0.0,16
617,617,0.0,16
618,618,0.0,14
619,619,0.0,10
620,620,0.0,16
621,621,0.0,12
622,622,0.5,12
623,623,0.0,16
624,624,0.0,14
625,625,0.0,16
626,626,0.0,14
627,627,0.0,16
628,628,0.0,10
629,629,0.0,12
630,630,0.5,10
631,631,0.0,12
632,632,0.0,12
633,633,0.0,12
634,634,0.0,12
635,635,0.0,12
636,636,0.0,12
637,637,0.0,9
638,638,0.0,14
639,639,0.0,12
640,640,0.0,14
641,641,0.0,10
642,642,0.5,10
643,643,0.0,14
644,644,0.5,8
645,645,0.0,12
646,646,0.0,14
647,647,0.0,14
648,648,0.0,12
649,649,0.0,10
650,650,0.5,10
651,651,0.0,12
652,652,0.0,12
653,653,0.0,8
654,654,0.0,14
655,655,0.0,14
656,656,0.0,14
657,657,0.0,10
658,658,0.5,10
659,659,0.0,14
660,660,0.0,14
661,661,0.0,14
662,662,0.5,8
663,663,0.0,12
664,664,0.0,12
665,665,0.0,10
666,666,0.5,10
667,667,0.0,12
668,668,0.0,14
669,669,0.0,14
670,670,0.0,12
671,671,0.0,8
672,672,0.0,14
673,673,0.0,10
674,674,0.5,10
675,675,0.0,14
676,676,0.0,12
677,677,0.0,14
678,678,0.0,12
679,679,0.0,14
680,680,0.0,8
681,681,0.0,10
682,682,0.5,8
683,683,0.0,10
684,684,0.0,10
685,685,0.0,10
686,686,0.0,10
687,687,0.0,10
688,688,0.0,10
689,689,0.0,7
690,690,0.0,14
691,691,0.0,16
692,692,0.0,12
693,693,0.5,12
694,694,0.0,16
695,695,0.5,10
696,696,0.0,14
697,697,0.0,16
698,698,0.0,16
699,699,0.0,14
700,700,0.0,12
701,701,0.5,12
702,702,0.0,14
703,703,0.0,14
704,704,0.0,10
705,705,0.0,16
706,706,0.0,16
707,707,0.0,16
708,708,0.0,12
709,709,0.5,12
710,710,0.0,16
711,711,0.0,16
712,712,0.0,16
713,713,0.5,10
714,714,0.0,14
715,715,0.0,14
716,716,0.0,12
717,717,0.5,12
718,718,0.0,14
719,719,0.0,16
720,720,0.0,16
721,721,0.0,14
722,722,0.0,10
723,723,0.0,16
724,724,0.0,12
725,725,0.5,12
726,726,0.0,16
727,727,0.0,14
728,728,0.0,16
729,729,0.0,14
730,730,0.0,16
731,731,0.0,10
732,732,0.0,12
733,733,0.5,10
734,734,0.0,12
735,735,0.0,12
736,736,0.0,12
737,737,0.0,12
738,738,0.0,12
739,739,0.0,12
740,740,0.0,9
741,741,0.0,14
742,742,0.0,10
743,743,0.5,10
744,744,0.0,14
745,745,0.5,8
746,746,0.0,12
747,747,0.0,14
748,748,0.0,14
749,749,0.0,12
750,750,0.0,10
751,751,0.5,10
752,752,0.0,12
753,753,0.0,12
754,754,0.0,8
755,755,0.0,14
756,756,0.0,14
757,757,0.0,14
758,758,0.0,10
759,759,0.5,10
760,760,0.0,14
761,761,0.0,14
762,762,0.0,14
763,763,0.5,8
764,764,0.0,12
765,765,0.0,12
766,766,0.0,10
767,767,0.5,10
768,768,0.0,12
769,769,0.0,14
770,770,0.0,14
771,771,0.0,12
772,772,0.0,8
773,773,0.0,14
774,774,0.0,10
775,775,0.5,10
776,776,0.0,14
777,777,0.0,12
778,778,0.0,14
779,779,0.0,12
780,780,0.0,14
781,781,0.0,8
782,782,0.0,10
783,783,0.5,8
784,784,0.0,10
785,785,0.0,10
786,786,0.0,10
787,787,0.0,10
788,788,0.0,10
789,789,0.0,10
790,790,0.0,7
791,791,0.0,12
792,792,0.5,12
793,793,0.0,16
794,794,0.5,10
795,795,0.0,14
796,796,0.0,16
797,797,0.0,16
798,798,0.0,14
799,799,0.0,12
800,800,0.5,12
801,801,0.0,14
802,802,0.0,14
803,803,0.0,10
804,804,0.0,16
805,805,0.0,16
806,806,0.0,16
807,807,0.0,12
808,808,0.5,12
809,809,0.0,16
810,810,0.0,16
811,811,0.0,16
812,812,0.5,10
813,813,0.0,14
814,814,0.0,14
815,815,0.0,12
816,816,0.5,12
817,817,0.0,14
818,818,0.0,16
819,819,0.0,16
820,820,0.0,14
821,821,0.0,10
822,822,0.0,16
823,823,0.0,12
824,824,0.5,12
825,825,0.0,16
826,826,0.0,14
827,827,0.0,16
828,828,0.0,14
829,829,0.0,16
830,830,0.0,10
831,831,0.0,12
832,832,0.5,10
833,833,0.0,12
834,834,0.0,12
835,835,0.0,12
836,836,0.0,12
837,837,0.0,12
838,838,0.0,12
839,839,0.0,9
840,840,0.5,8
841,841,0.0,12
842,842,0.5,6
843,843,0.0,10
844,844,0.0,12
845,845,0.0,12
846,846,0.0,10
847,847,0.0,8
848,848,0.5,8
849,849,0.0,10
850,850,0.0,10
851,851,0.0,6
852,852,0.0,12
853,853,0.0,12
854,854,0.0,12
855,855,0.0,8
856,856,0.5,8
857,857,0.0,12
858,858,0.0,12
859,859,0.0,12
860,860,0.5,6
861,861,0.0,10
862,862,0.0,10
863,863,0.0,8
864,864,0.5,8
865,865,0.0,10
866,866,0.0,12
867,867,0.0,12
868,868,0.0,10
869,869,0.0,6
870,870,0.0,12
871,871,0.0,8
872,872,0.5,8
873,873,0.0,12
874,874,0.0,10
875,875,0.0,12
876,876,0.0,10
877,877,0.0,12
878,878,0.0,6
879,879,0.0,8
880,880,0.5,6
881,881,0.0,8
882,882,0.0,8
883,883,0.0,8
884,884,0.0,8
885,885,0.0,8
886,886,0.0,8
887,887,0.0,5
888,888,0.5,12
889,889,1.0,6
890,890,0.5,10
891,891,0.5,12
892,892,0.5,12
893,893,0.5,10
894,894,0.5,8
895,895,1.0,8
896,896,0.5,10
897,897,0.5,10
898,898,0.5,6
899,899,0.5,12
900,900,0.5,12
901,901,0.5,12
902,902,0.5,8
903,903,1.0,8
904,904,0.5,12
905,905,0.5,12
906,906,0.5,12
907,907,1.0,6
908,908,0.5,10
909,909,0.5,10
910,910,0.5,8
911,911,1.0,8
912,912,0.5,10
913,913,0.5,12
914,914,0.5,12
915,915,0.5,10
916,916,0.5,6
917,917,0.5,12
918,918,0.5,8
919,919,1.0,8
920,920,0.5,12
921,921,0.5,10
922,922,0.5,12
923,923,0.5,10
924,924,0.5,12
925,925,0.5,6
926,926,0.5,8
927,927,1.0,6
928,928,0.5,8
929,929,0.5,8
930,930,0.5,8
931,931,0.5,8
932,932,0.5,8
933,933,0.5,8
934,934,0.5,5
935,935,0.5,10
936,936,0.0,14
937,937,0.0,16
938,938,0.0,16
939,939,0.0,14
940,940,0.0,12
941,941,0.5,12
942,942,0.0,14
943,943,0.0,14
944,944,0.0,10
945,945,0.0,16
946,946,0.0,16
947,947,0.0,16
948,948,0.0,12
949,949,0.5,12
950,950,0.0,16
951,951,0.0,16
952,952,0.0,16
953,953,0.5,10
954,954,0.0,14
955,955,0.0,14
956,956,0.0,12
957,957,0.5,12
958,958,0.0,14
959,959,0.0,16
960,960,0.0,16
961,961,0.0,14
962,962,0.0,10
963,963,0.0,16
964,964,0.0,12
965,965,0.5,12
966,966,0.0,16
967,967,0.0,14
968,968,0.0,16
969,969,0.0,14
970,970,0.0,16
971,971,0.0,10
972,972,0.0,12
973,973,0.5,10
974,974,0.0,12
975,975,0.0,12
976,976,0.0,12
977,977,0.0,12
978,978,0.0,12
979,979,0.0,12
980,980,0.0,9
981,981,0.5,8
982,982,0.5,10
983,983,0.5,10
984,984,0.5,8
985,985,0.5,6
986,986,1.0,6
987,987,0.5,8
988,988,0.5,8
989,989,0.5,4
990,990,0.5,10
991,991,0.5,10
992,992,0.5,10
993,993,0.5,6
994,994,1.0,6
995,995,0.5,10
996,996,0.5,10
997,997,0.5,10
998,998,1.0,4
999,999,0.5,8
1000,1000,0.5,8
1001,1001,0.5,6
1002,1002,1.0,6
1003,1003,0.5,8
1004,1004,0.5,10
1005,1005,0.5,10
1006,1006,0.5,8
1007,1007,0.5,4
1008,1008,0.5,10
1009,1009,0.5,6
1010,1010,1.0,6
1011,1011,0.5,10
1012,1012,0.5,8
1013,1013,0.5,10
1014,1014,0.5,8
1015,1015,0.5,10
1016,1016,0.5,4
1017,1017,0.5,6
1018,1018,1.0,4
1019,1019,0.5,6
1020,1020,0.5,6
1021,1021,0.5,6
1022,1022,0.5,6
1023,1023,0.5,6
1024,1024,0.5,6
1025,1025,0.5,3
1026,1026,0.0,14
1027,1027,0.0,14
1028,1028,0.0,12
1029,1029,0.0,10
1030,1030,0.5,10
1031,1031,0.0,12
1032,1032,0.0,12
1033,1033,0.0,8
1034,1034,0.0,14
1035,1035,0.0,14
1036,1036,0.0,14
1037,1037,0.0,10
1038,1038,0.5,10
1039,1039,0.0,14
1040,1040,0.0,14
1041,1041,0.0,14
1042,1042,0.5,8
1043,1043,0.0,12
1044,1044,0.0,12
1045,1045,0.0,10
1046,1046,0.5,10
1047,1047,0.0,12
1048,1048,0.0,14
1049,1049,0.0,14
1050,1050,0.0,12
1051,1051,0.0,8
1052,1052,0.0,14
1053,1053,0.0,10
1054,1054,0.5,10
1055,1055,0.0,14
1056,1056,0.0,12
1057,1057,0.0,14
1058,1058,0.0,12
1059,1059,0.0,14
1060,1060,0.0,8
1061,1061,0.0,10
1062,1062,0.5,8
1063,1063,0.0,10
1064,1064,0.0,10
1065,1065,0.0,10
1066,1066,0.0,10
1067,1067,0.0,10
1068,1068,0.0,10
1069,1069,0.0,7
1070,1070,0.0,16
1071,1071,0.0,14
1072,1072,0.0,12
1073,1073,0.5,12
1074,1074,0.0,14
1075,1075,0.0,14
1076,1076,0.0,10
1077,1077,0.0,16
1078,1078,0.0,16
1079,1079,0.0,16
1080,1080,0.0,12
1081,1081,0.5,12
1082,1082,0.0,16
1083,1083,0.0,16
1084,1084,0.0,16
1085,1085,0.5,10
1086,1086,0.0,14
1087,1087,0.0,14
1088,1088,0.0,12
1089,1089,0.5,12
1090,1090,0.0,14
1091,1091,0.0,16
1092,1092,0.0,16
1093,1093,0.0,14
1094,1094,0.0,10
1095,1095,0.0,16
1096,1096,0.0,12
1097,1097,0.5,12
1098,1098,0.0,16
1099,1099,0.0,14
1100,1100,0.0,16
1101,1101,0.0,14
1102,1102,0.0,16
1103,1103,0.0,10
1104,1104,0.0,12
1105,1105,0.5,10
1106,1106,0.0,12
1107,1107,0.0,12
1108,1108,0.0,12
1109,1109,0.0,12
1110,1110,0.0,12
1111,1111,0.0,12
1112,1112,0.0,9
1113,1113,0.0,14
1114,1114,0.0,12
1115,1115,0.5,12
1116,1116,0.0,14
1117,1117,0.0,14
1118,1118,0.0,10
1119,1119,0.0,16
1120,1120,0.0,16
1121,1121,0.0,16
1122,1122,0.0,12
1123,1123,0.5,12
1124,1124,0.0,16
1125,1125,0.0,16
1126,1126,0.0,16
1127,1127,0.5,10
1128,1128,0.0,14
1129,1129,0.0,14
1130,1130,0.0,12
1131,1131,0.5,12
1132,1132,0.0,14
1133,1133,0.0,16
1134,1134,0.0,16
1135,1135,0.0,14
1136,1136,0.0,10
1137,1137,0.0,16
1138,1138,0.0,12
1139,1139,0.5,12
1140,1140,0.0,16
1141,1141,0.0,14
1142,1142,0.0,16
1143,1143,0.0,14
1144,1144,0.0,16
1145,1145,0.0,10
1146,1146,0.0,12
1147,1147,0.5,10
1148,1148,0.0,12
1149,1149,0.0,12
1150,1150,0.0,12
1151,1151,0.0,12
1152,1152,0.0,12
1153,1153,0.0,12
1154,1154,0.0,9
1155,1155,0.0,10
1156,1156,0.5,10
1157,1157,0.0,12
1158,1158,0.0,12
1159,1159,0.0,8
1160,1160,0.0,14
1161,1161,0.0,14
1162,1162,0.0,14
1163,1163,0.0,10
1164,1164,0.5,10
1165,1165,0.0,14
1166,1166,0.0,14
1167,1167,0.0,14
1168,1168,0.5,8
1169,1169,0.0,12
1170,1170,0.0,12
1171,1171,0.0,10
1172,1172,0.5,10
1173,1173,0.0,12
1174,1174,0.0,14
1175,1175,0.0,14
1176,1176,0.0,12
1177,1177,0.0,8
1178,1178,0.0,14
1179,1179,0.0,10
1180,1180,0.5,10
1181,1181,0.0,14
1182,1182,0.0,12
1183,1183,0.0,14
1184,1184,0.0,12
1185,1185,0.0,14
1186,1186,0.0,8
1187,1187,0.0,10
1188,1188,0.5,8
1189,1189,0.0,10
1190,1190,0.0,10
1191,1191,0.0,10
1192,1192,0.0,10
1193,1193,0.0,10
1194,1194,0.0,10
1195,1195,0.0,7
1196,1196,0.5,8
1197,1197,0.0,10
1198,1198,0.0,10
1199,1199,0.0,6
1200,1200,0.0,12
1201,1201,0.0,12
1202,1202,0.0,12
1203,1203,0.0,8
1204,1204,0.5,8
1205,1205,0.0,12
1206,1206,0.0,12
1207,1207,0.0,12
1208,1208,0.5,6
1209,1209,0.0,10
1210,1210,0.0,10
1211,1211,0.0,8
1212,1212,0.5,8
1213,1213,0.0,10
1214,1214,0.0,12
1215,1215,0.0,12
1216,1216,0.0,10
1217,1217,0.0,6
1218,1218,0.0,12
1219,1219,0.0,8
1220,1220,0.5,8
1221,1221,0.0,12
1222,1222,0.0,10
1223,1223,0.0,12
1224,1224,0.0,10
1225,1225,0.0,12
1226,1226,0.0,6
1227,1227,0.0,8
1228,1228,0.5,6
1229,1229,0.0,8
1230,1230,0.0,8
1231,1231,0.0,8
1232,1232,0.0,8
1233,1233,0.0,8
1234,1234,0.0,8
1235,1235,0.0,5
1236,1236,0.5,10
1237,1237,0.5,10
1238,1238,0.5,6
1239,1239,0.5,12
1240,1240,0.5,12
1241,1241,0.5,12
1242,1242,0.5,8
1243,1243,1.0,8
1244,1244,0.5,12
1245,1245,0.5,12
1246,1246,0.5,12
1247,1247,1.0,6
1248,1248,0.5,10
1249,1249,0.5,10
1250,1250,0.5,8
1251,1251,1.0,8
1252,1252,0.5,10
1253,1253,0.5,12
1254,1254,0.5,12
1255,1255,0.5,10
1256,1256,0.5,6
1257,1257,0.5,12
1258,1258,0.5,8
1259,1259,1.0,8
1260,1260,0.5,12
1261,1261,0.5,10
1262,1262,0.5,12
1263,1263,0.5,10
1264,1264,0.5,12
1265,1265,0.5,6
1266,1266,0.5,8
1267,1267,1.0,6
1268,1268,0.5,8
1269,1269,0.5,8
1270,1270,0.5,8
1271,1271,0.5,8
1272,1272,0.5,8
1273,1273,0.5,8
1274,1274,0.5,5
1275,1275,0.0,12
1276,1276,0.0,8
1277,1277,0.0,14
1278,1278,0.0,14
1279,1279,0.0,14
1280,1280,0.0,10
1281,1281,0.5,10
1282,1282,0.0,14
1283,1283,0.0,14
1284,1284,0.0,14
1285,1285,0.5,8
1286,1286,0.0,12
1287,1287,0.0,12
1288,1288,0.0,10
1289,1289,0.5,10
1290,1290,0.0,12
1291,1291,0.0,14
1292,1292,0.0,14
1293,1293,0.0,12
1294,1294,0.0,8
1295,1295,0.0,14
1296,1296,0.0,10
1297,1297,0.5,10
1298,1298,0.0,14
1299,1299,0.0,12
1300,1300,0.0,14
1301,1301,0.0,12
1302,1302,0.0,14
1303,1303,0.0,8
1304,1304,0.0,10
1305,1305,0.5,8
1306,1306,0.0,10
1307,1307,0.0,10
1308,1308,0.0,10
1309,1309,0.0,10
1310,1310,0.0,10
1311,1311,0.0,10
1312,1312,0.0,7
1313,1313,0.0,8
1314,1314,0.0,14
1315,1315,0.0,14
1316,1316,0.0,14
1317,1317,0.0,10
1318,1318,0.5,10
1319,1319,0.0,14
1320,1320,0.0,14
1321,1321,0.0,14
1322,1322,0.5,8
1323,1323,0.0,12
1324,1324,0.0,12
1325,1325,0.0,10
1326,1326,0.5,10
1327,1327,0.0,12
1328,1328,0.0,14
1329,1329,0.0,14
1330,1330,0.0,12
